Season,Date,GameID,posteam,DefensiveTeam,qtr,down,ydstogo,yrdline100,PlayType,Yards.Gained,PassLocation,RunLocation,RushAttempt,PassAttempt,QBHit,Touchdown,Fumble,InterceptionThrown,Accepted.Penalty,Penalty.Yards,PenaltyType,PenalizedTeam,PenaltySide
2015,2015-11-09,2015110900,CHI,SD,4,3.0,6,37.0,Pass,12,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-09,2015110900,CHI,SD,4,1.0,10,25.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-09,2015110900,CHI,SD,4,2.0,10,25.0,Pass,25,middle,,0,1,0,1,0,0,0,0,,,None
2015,2015-11-09,2015110900,CHI,SD,4,1.0,0,2.0,Run,0,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-09,2015110900,CHI,SD,4,1.0,10,41.0,QB Kneel,-1,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-09,2015110900,CHI,SD,4,2.0,11,42.0,QB Kneel,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-09,2015110900,CHI,SD,4,3.0,11,42.0,QB Kneel,-1,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,1.0,10,86.0,Run,-1,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,2.0,11,87.0,Pass,87,left,,0,1,0,1,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,1.0,10,88.0,Run,5,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,2.0,5,83.0,Pass,5,middle,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,1.0,10,78.0,Run,2,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,2.0,8,76.0,Pass,10,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,1.0,10,66.0,Run,1,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,2.0,9,65.0,Pass,7,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,3.0,2,58.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,4.0,2,58.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,1.0,10,19.0,Run,2,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,2.0,8,17.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,3.0,8,17.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,1,4.0,8,17.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,1.0,10,65.0,Pass,8,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,2.0,2,57.0,Pass,10,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,1.0,10,47.0,Run,8,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,2.0,2,39.0,Pass,1,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,3.0,1,38.0,Run,0,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,4.0,1,38.0,Pass,11,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,1.0,10,27.0,Run,5,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,2.0,5,22.0,Pass,4,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,3.0,1,18.0,Run,6,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,1.0,10,12.0,Run,3,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,2.0,7,9.0,Pass,5,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,1.0,2,2.0,Pass,2,middle,,0,1,0,1,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,1.0,10,86.0,Run,3,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,2.0,7,83.0,Pass,83,left,,0,1,0,1,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,1.0,20,91.0,Run,5,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,2.0,15,86.0,Run,5,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,3.0,10,81.0,Sack,-9,,,0,0,1,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,4.0,19,90.0,Punt,-4,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,1.0,10,86.0,QB Kneel,-1,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,2,2.0,11,87.0,QB Kneel,-1,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,1.0,10,80.0,Run,1,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,2.0,9,79.0,Run,-1,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,3.0,10,80.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,4.0,10,80.0,Punt,10,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,1.0,10,91.0,Pass,7,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,2.0,3,84.0,Run,26,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,1.0,10,58.0,Run,9,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,2.0,1,49.0,Run,3,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,1.0,10,46.0,Pass,-3,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,2.0,13,49.0,Pass,4,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,3.0,14,50.0,Sack,-5,,,0,0,1,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,4.0,19,55.0,Punt,10,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,1.0,10,80.0,Pass,4,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,2.0,6,76.0,Pass,6,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,1.0,10,70.0,Run,23,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,1.0,10,47.0,Run,2,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,3,2.0,8,45.0,Run,-2,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,3.0,10,47.0,Run,11,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,1.0,10,36.0,Run,5,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,2.0,5,31.0,Run,8,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,1.0,10,23.0,Run,0,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,2.0,10,23.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,3.0,10,23.0,Pass,4,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,4.0,6,19.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,1.0,10,23.0,Run,-1,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,2.0,11,24.0,Run,3,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,3.0,8,21.0,Pass,3,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,4.0,5,18.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,1.0,10,24.0,Run,2,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,2.0,8,22.0,Run,14,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,1.0,8,8.0,Run,0,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,2.0,8,8.0,Run,2,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,3.0,6,6.0,Run,6,,right,1,0,0,1,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,1.0,10,15.0,Run,-2,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,2.0,12,17.0,Run,1,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-15,2015111504,CHI,STL,4,3.0,11,16.0,Run,3,,right,1,0,0,0,1,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,1.0,10,76.0,Run,4,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,2.0,6,72.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,3.0,6,72.0,Run,5,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,4.0,1,67.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,1.0,10,79.0,Run,2,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,2.0,8,77.0,Pass,21,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,1.0,10,56.0,Run,3,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,2.0,7,53.0,Run,0,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,3.0,7,53.0,Pass,10,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,1.0,10,43.0,Run,1,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,2.0,9,42.0,Run,0,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,3.0,9,42.0,Sack,-2,,,0,0,1,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,1,4.0,11,44.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,1.0,10,86.0,Run,9,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,2.0,1,77.0,Run,4,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,1.0,10,73.0,Pass,9,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,2.0,1,64.0,Run,6,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,1.0,10,58.0,Run,1,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,2.0,9,57.0,Pass,29,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,1.0,10,28.0,Run,0,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,2.0,10,28.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,3.0,10,28.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,4.0,10,28.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,1.0,10,69.0,Run,5,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,2.0,5,64.0,Run,2,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,3.0,3,62.0,Pass,38,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,1.0,10,24.0,Run,0,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,2.0,10,24.0,Pass,5,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,3.0,5,19.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,4.0,5,19.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,1.0,10,49.0,Run,1,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,2.0,9,48.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,3.0,9,48.0,Pass,6,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,2,4.0,3,42.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,1.0,10,91.0,Run,4,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,2.0,6,87.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,3.0,6,87.0,Pass,5,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,4.0,1,82.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,1.0,10,90.0,Run,6,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,2.0,4,84.0,Run,5,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,1.0,10,79.0,Pass,0,middle,,0,1,0,0,0,1,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,1.0,10,98.0,Run,3,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,2.0,7,95.0,Pass,6,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,1.0,10,84.0,Run,5,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,1.0,10,50.0,Pass,29,middle,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,1.0,10,21.0,Run,2,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,2.0,8,19.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,3.0,8,19.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,3,4.0,8,19.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,1.0,10,80.0,Run,18,,right,1,0,0,0,0,0,1,15,UNKNOWN,DEN,Defensive
2015,2015-11-22,2015112200,CHI,DEN,4,1.0,10,47.0,Pass,40,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,1.0,7,7.0,Pass,3,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,2.0,4,4.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,3.0,4,4.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,4.0,4,4.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,1.0,10,76.0,Run,-2,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,2.0,12,78.0,Pass,2,middle,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,3.0,10,76.0,Pass,17,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,1.0,10,59.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,1.0,10,33.0,Sack,-7,,,0,0,1,0,1,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,1.0,10,65.0,Pass,20,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,1.0,10,45.0,Pass,12,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,1.0,10,33.0,Pass,4,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,1.0,10,11.0,Pass,9,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,2.0,1,2.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,3.0,1,2.0,Run,2,,right,1,0,0,1,0,0,0,0,,,None
2015,2015-11-22,2015112200,CHI,DEN,4,1.0,0,2.0,Run,0,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,1.0,10,51.0,Run,0,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,2.0,10,51.0,Pass,7,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,3.0,3,44.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,4.0,3,44.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,1.0,15,95.0,Run,7,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,2.0,8,88.0,Run,1,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,3.0,7,87.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,4.0,7,87.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,1.0,10,80.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,2.0,10,80.0,Run,5,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,3.0,5,75.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,4.0,5,75.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,1.0,10,83.0,Run,6,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,2.0,4,77.0,Pass,12,middle,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,1.0,10,65.0,Run,2,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,1,2.0,8,63.0,Run,4,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,3.0,4,59.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,4.0,4,59.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,1.0,10,66.0,Run,4,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,2.0,6,62.0,Run,4,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,3.0,2,58.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,4.0,2,58.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,1.0,10,34.0,Pass,3,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,2.0,7,31.0,Run,3,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,3.0,4,28.0,Pass,10,middle,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,1.0,10,18.0,Run,7,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,2.0,3,11.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,3.0,3,11.0,Pass,4,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,1.0,7,7.0,Run,4,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,2.0,3,3.0,Run,0,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,3.0,3,3.0,Pass,3,left,,0,1,0,1,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,1.0,10,58.0,Pass,9,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,2.0,1,49.0,Run,4,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,1.0,10,45.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,2.0,10,45.0,Run,14,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,1.0,10,31.0,Pass,11,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,1.0,10,20.0,Pass,20,right,,0,1,0,1,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,2,1.0,1,1.0,Run,1,,left,1,0,0,1,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,1.0,10,80.0,Run,4,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,2.0,6,76.0,Pass,21,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,1.0,25,70.0,Pass,9,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,2.0,16,61.0,Pass,17,left,,0,1,0,0,0,0,1,10,UNKNOWN,CHI,Offensive
2015,2015-11-26,2015112602,CHI,GB,3,2.0,16,61.0,Pass,5,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,3.0,11,56.0,Sack,-11,,,0,0,1,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,4.0,22,67.0,Punt,1,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,1.0,10,86.0,Run,6,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,2.0,4,80.0,Run,6,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,1.0,10,74.0,Pass,11,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,1.0,10,63.0,Run,-4,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,2.0,14,67.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,1.0,10,49.0,Pass,11,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,1.0,10,38.0,Run,0,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,3,2.0,10,38.0,Pass,7,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,3.0,3,31.0,Pass,5,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,1.0,10,26.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,2.0,10,26.0,Pass,22,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,1.0,4,4.0,Run,3,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,2.0,1,1.0,Run,-2,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,3.0,3,3.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,4.0,3,3.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,1.0,10,65.0,Run,0,,middle,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,2.0,10,65.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,3.0,10,65.0,Pass,21,middle,,0,1,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,1.0,15,49.0,Run,9,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,2.0,6,40.0,Run,-5,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,3.0,11,45.0,Run,0,,right,1,0,0,0,1,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,4.0,19,53.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,1.0,10,55.0,Run,5,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,2.0,15,60.0,Run,1,,right,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,3.0,14,59.0,Run,13,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,4.0,1,46.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2015,2015-11-26,2015112602,CHI,GB,4,1.0,10,92.0,QB Kneel,-1,,,0,0,0,0,0,0,0,0,,,None
2015,2015-12-06,2015120605,CHI,SF,1,1.0,10,41.0,Run,2,,left,1,0,0,0,0,0,0,0,,,None
2015,2015-12-06,2015120605,CHI,SF,1,2.0,8,39.0,Pass,7,left,,0,1,0,0,0,0,0,0,,,None
2015,2015-12-06,2015120605,CHI,SF,1,3.0,1,32.0,Run,2,,left,1,0,0,0,0,0,0,0,,,None
