Season,Date,GameID,posteam,DefensiveTeam,qtr,down,ydstogo,yrdline100,PlayType,Yards.Gained,PassLocation,RunLocation,RushAttempt,PassAttempt,QBHit,Touchdown,Fumble,InterceptionThrown,Accepted.Penalty,Penalty.Yards,PenaltyType,PenalizedTeam,PenaltySide
2010,2010-10-17,2010101707,CHI,SEA,1,3.0,8,78.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,1,4.0,8,78.0,Punt,-7,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,1,1.0,10,83.0,Run,4,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,1,2.0,6,79.0,Run,-1,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,1,3.0,7,80.0,Sack,-9,,,0,0,1,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,1,4.0,16,89.0,Punt,0,,,0,0,0,0,0,0,1,10,UNKNOWN,CHI,Offensive
2010,2010-10-17,2010101707,CHI,SEA,1,1.0,10,95.0,Run,1,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,1,2.0,9,94.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,1,3.0,9,94.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,1,4.0,9,94.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,1.0,10,81.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,2.0,10,81.0,Pass,34,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,1.0,10,47.0,Pass,36,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,1.0,10,11.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,2.0,10,11.0,Run,0,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,3.0,10,11.0,Sack,-5,,,0,0,1,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,4.0,15,16.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,1.0,10,74.0,Pass,19,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,1.0,10,55.0,Run,5,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,2.0,5,50.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,3.0,5,50.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,4.0,5,50.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,1.0,10,92.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,2.0,10,92.0,Pass,67,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,1.0,10,25.0,Pass,13,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,1.0,10,12.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,2.0,10,12.0,Pass,6,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,3.0,4,6.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,2,4.0,4,6.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,1.0,10,90.0,Run,0,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,2.0,10,90.0,Sack,-9,,,0,0,1,0,1,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,1.0,10,64.0,Pass,19,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,1.0,10,45.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,2.0,10,45.0,Run,-1,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,3.0,11,46.0,Sack,-3,,,0,0,1,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,4.0,14,49.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,1.0,10,48.0,Run,14,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,1.0,10,34.0,Pass,4,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,2.0,6,30.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,3.0,6,30.0,Sack,-11,,,0,0,1,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,3,4.0,17,41.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,1.0,10,91.0,Pass,10,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,1.0,10,81.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,2.0,10,81.0,Pass,8,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,3.0,2,73.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,4.0,2,73.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,1.0,10,92.0,Run,4,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,2.0,6,88.0,Pass,7,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,1.0,10,81.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,2.0,10,81.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,3.0,10,81.0,Pass,9,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,4.0,1,72.0,Punt,5,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,1.0,10,99.0,Pass,5,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,2.0,5,94.0,Pass,10,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,1.0,10,84.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,2.0,10,84.0,Pass,15,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,1.0,10,69.0,Sack,-6,,,0,0,1,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,2.0,16,75.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,3.0,16,75.0,Pass,15,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,4.0,1,60.0,Run,24,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,1.0,10,36.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,2.0,10,36.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,3.0,10,36.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-17,2010101707,CHI,SEA,4,4.0,10,36.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,1,1.0,15,85.0,Run,0,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,1,2.0,15,85.0,Pass,5,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,1,3.0,10,80.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,1,4.0,10,80.0,Punt,9,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,1,1.0,10,70.0,Run,2,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,1,2.0,8,68.0,Run,-1,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,1,3.0,9,69.0,Sack,-10,,,0,0,1,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,1,4.0,19,79.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,1,1.0,10,80.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,1,2.0,10,80.0,Sack,-6,,,0,0,1,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,1,3.0,16,86.0,Pass,5,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,4.0,11,81.0,Punt,6,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,1.0,10,90.0,Pass,25,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,1.0,16,71.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,2.0,16,71.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,3.0,16,71.0,Sack,-7,,,0,0,1,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,4.0,23,78.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,1.0,10,78.0,Run,6,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,2.0,4,72.0,Run,3,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,3.0,1,69.0,Run,-4,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,4.0,5,73.0,Punt,5,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,1.0,10,81.0,Pass,4,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,2.0,6,77.0,Pass,3,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,3.0,3,74.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,4.0,3,74.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,1.0,5,65.0,Pass,9,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,1.0,10,56.0,Pass,6,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,1.0,10,44.0,Pass,6,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,2.0,4,38.0,Pass,13,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,1.0,10,25.0,Pass,11,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,1.0,10,14.0,Pass,5,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,2,2.0,5,9.0,Pass,9,left,,0,1,0,1,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,77.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,2.0,10,77.0,Pass,16,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,61.0,Run,4,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,2.0,6,57.0,Pass,8,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,49.0,Pass,48,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,1,1.0,Run,0,,right,1,0,0,0,1,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,47.0,Pass,0,right,,0,1,0,0,0,1,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,78.0,Run,12,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,66.0,Run,12,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,54.0,Pass,13,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,41.0,Run,3,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,2.0,7,38.0,Pass,5,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,3.0,2,33.0,Pass,7,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,26.0,Run,10,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,16.0,Run,3,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,2.0,7,13.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,3.0,7,13.0,Pass,0,right,,0,1,0,1,0,1,1,15,UNKNOWN,CHI,Offensive
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,84.0,Run,3,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,2.0,7,81.0,Pass,12,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,3,1.0,10,69.0,Sack,-2,,,0,0,1,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,2.0,12,71.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,3.0,12,71.0,Pass,23,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,1.0,10,48.0,Run,6,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,2.0,4,42.0,Run,7,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,1.0,10,35.0,Pass,11,middle,,0,1,0,0,1,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,1.0,10,93.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,2.0,10,93.0,Pass,0,right,,0,1,0,0,0,1,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,1.0,10,73.0,Pass,6,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,2.0,4,67.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,3.0,14,77.0,Pass,4,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,4.0,10,73.0,Punt,1,,,0,0,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,1.0,10,81.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,2.0,10,81.0,Pass,12,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,1.0,10,69.0,Pass,16,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-10-24,2010102405,CHI,WAS,4,1.0,10,53.0,Pass,0,right,,0,1,0,0,0,1,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,1.0,10,78.0,Run,7,,middle,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,2.0,3,71.0,Run,-1,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,3.0,4,72.0,Run,1,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,4.0,3,71.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,1.0,10,66.0,Run,2,,middle,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,2.0,8,64.0,Pass,1,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,3.0,7,63.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,4.0,7,63.0,Punt,6,,,0,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,1.0,10,81.0,Run,1,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,2.0,9,80.0,Run,18,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,1.0,10,62.0,Run,1,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,2.0,9,61.0,Pass,10,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,1.0,10,51.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,2.0,10,51.0,Pass,6,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,3.0,4,45.0,Pass,24,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,1.0,10,21.0,Run,-1,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,1,2.0,11,22.0,Run,4,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,1.0,10,18.0,Run,0,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,2.0,10,18.0,Pass,14,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,1.0,9,9.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,2.0,9,9.0,Pass,5,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,3.0,4,4.0,Pass,4,middle,,0,1,0,1,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,1.0,10,87.0,Run,-2,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,2.0,12,89.0,Pass,13,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,1.0,10,76.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,2.0,10,76.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,3.0,10,76.0,Pass,26,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,1.0,10,50.0,Pass,12,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,1.0,10,38.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,2.0,10,38.0,Run,3,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,3.0,7,35.0,Run,14,,middle,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,1.0,10,21.0,Run,-2,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,2.0,17,28.0,Pass,14,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,3.0,13,24.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,4.0,13,24.0,Field Goal,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,2,1.0,10,62.0,QB Kneel,-1,,,0,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,1.0,10,60.0,Run,2,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,2.0,8,58.0,Run,4,,middle,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,3.0,4,54.0,Run,9,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,1.0,10,45.0,Pass,7,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,2.0,3,38.0,Run,5,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,1.0,10,33.0,Pass,7,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,2.0,3,26.0,Run,22,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,1.0,4,4.0,Run,3,,middle,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,2.0,1,1.0,Run,1,,left,1,0,0,1,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,1.0,10,79.0,Run,1,,middle,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,2.0,9,78.0,Pass,16,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,1.0,10,62.0,Run,1,,middle,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,2.0,9,61.0,Pass,9,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,3,1.0,10,52.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,2.0,10,52.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,1.0,10,39.0,Sack,-7,,,0,0,1,0,1,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,1.0,10,75.0,Run,2,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,2.0,8,73.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,3.0,8,73.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,4.0,8,73.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,1.0,10,23.0,Run,0,,middle,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,2.0,10,23.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,3.0,10,23.0,Pass,18,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,1.0,5,5.0,Pass,0,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,2.0,5,5.0,Run,3,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,3.0,2,2.0,Pass,2,right,,0,1,0,1,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,1.0,0,2.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,1.0,10,56.0,Run,0,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,2.0,8,54.0,Run,7,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,3.0,1,47.0,Run,0,,middle,1,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,4.0,1,47.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-11-07,2010110704,CHI,BUF,4,1.0,10,40.0,QB Kneel,-1,,,0,0,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,1.0,10,80.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,2.0,10,80.0,Run,4,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,3.0,6,76.0,Pass,9,middle,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,1.0,10,67.0,Run,4,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,2.0,6,63.0,Run,2,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,3.0,4,61.0,Run,25,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,1.0,10,36.0,Run,2,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,2.0,8,34.0,Pass,-3,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,3.0,11,37.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,4.0,16,42.0,Punt,0,,,0,0,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,1.0,10,63.0,Run,1,,right,1,0,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,2.0,9,62.0,Pass,0,right,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,1,3.0,9,62.0,Pass,0,left,,0,1,0,0,0,1,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,2,1.0,10,71.0,Run,10,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,2,1.0,10,61.0,Run,4,,left,1,0,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,2,2.0,6,57.0,Pass,0,left,,0,1,0,0,0,0,0,0,,,None
2010,2010-11-14,2010111404,CHI,MIN,2,3.0,11,62.0,Pass,29,right,,0,1,0,0,0,0,0,0,,,None
